Will Barton,per_poss.2019,28,DEN,NBA,SF,14,3,328,7.4,21.3,.348,2.4,8.7,.273,5.1,12.6,.400,2.8,4.1,.692,2.4,8.2,10.6,3.8,0.6,1.4,2.1,3.0,20.1,,95,113
Nicolas Batum,per_poss.2009,20,POR,NBA,SF,6,5,63,4.5,8.2,.556,1.8,3.6,.500,2.7,4.5,.600,0.0,0.0,,0.9,1.8,2.7,0.9,0.9,1.8,2.7,6.4,10.9,,101,114
Nicolas Batum,per_poss.2010,21,POR,NBA,SF,6,6,139,6.7,14.6,.459,3.6,8.3,.429,3.2,6.3,.500,2.4,3.2,.750,1.6,5.9,7.5,2.0,0.8,0.0,1.6,5.1,19.4,,118,121
Nicolas Batum,per_poss.2011,22,POR,NBA,SF,6,0,151,7.3,17.6,.413,2.7,10.0,.269,4.6,7.7,.600,1.1,1.5,.750,0.4,3.4,3.8,3.1,1.9,1.9,2.7,5.4,18.4,,95,113
Nicolas Batum,per_poss.2014,25,POR,NBA,SF,11,11,459,7.4,15.7,.472,2.3,6.6,.350,5.1,9.1,.561,1.3,1.7,.800,1.1,8.2,9.3,5.9,1.5,0.6,3.1,2.3,18.5,,109,113
Nicolas Batum,per_poss.2015,26,POR,NBA,SF,5,5,209,6.0,17.5,.343,3.2,9.7,.333,2.7,7.7,.355,2.5,3.2,.769,1.5,9.2,10.7,6.5,0.2,0.2,3.0,2.7,17.7,,97,111
Nicolas Batum,per_poss.2016,27,CHO,NBA,SF,5,2,144,6.2,16.5,.378,2.2,8.1,.273,4.0,8.4,.478,6.2,7.3,.850,0.7,5.9,6.6,3.7,0.7,0.0,2.9,2.2,20.9,,100,112
Jerryd Bayless,per_poss.2009,20,POR,NBA,PG,2,0,11,10.4,31.2,.333,0.0,5.2,.000,10.4,26.0,.400,10.4,15.6,.667,0.0,5.2,5.2,0.0,0.0,5.2,5.2,0.0,31.2,,77,110
Jerryd Bayless,per_poss.2010,21,POR,NBA,SG,6,2,166,9.3,21.5,.431,2.0,5.0,.400,7.3,16.6,.440,6.3,7.9,.792,1.3,4.0,5.3,7.6,0.7,0.0,2.6,7.0,26.8,,112,122
Jerryd Bayless,per_poss.2013,24,MEM,NBA,PG,15,0,320,8.3,23.3,.358,3.1,10.0,.305,5.3,13.2,.397,3.9,4.4,.885,0.2,4.9,5.1,5.4,1.2,0.8,2.7,5.9,23.6,,97,107
Jerryd Bayless,per_poss.2015,26,MIL,NBA,PG,6,0,120,5.2,15.0,.343,0.9,3.0,.286,4.3,12.0,.357,5.6,7.3,.765,1.7,4.7,6.4,7.7,0.9,0.9,1.7,5.2,16.8,,104,110
Jerryd Bayless,per_poss.2018,29,PHI,NBA,SG,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,115
Aron Baynes,per_poss.2013,26,SAS,NBA,C,4,1,23,9.3,16.3,.571,0.0,0.0,,9.3,16.3,.571,0.0,0.0,,4.7,7.0,11.6,0.0,0.0,0.0,2.3,9.3,18.6,,107,106
Aron Baynes,per_poss.2014,27,SAS,NBA,C,14,0,101,6.2,12.3,.500,0.0,0.5,.000,6.2,11.8,.522,4.1,5.1,.800,6.2,9.7,15.9,0.0,1.5,0.0,3.6,7.7,16.4,,106,104
Aron Baynes,per_poss.2015,28,SAS,NBA,C,4,0,40,3.8,12.7,.300,0.0,0.0,,3.8,12.7,.300,3.8,3.8,1.000,3.8,8.9,12.7,1.3,0.0,0.0,3.8,11.4,11.4,,80,109
Aron Baynes,per_poss.2016,29,DET,NBA,C,4,0,44,5.0,11.3,.444,0.0,0.0,,5.0,11.3,.444,2.5,3.8,.667,3.8,6.3,10.0,2.5,0.0,0.0,3.8,5.0,12.6,,91,124
Aron Baynes,per_poss.2018,31,BOS,NBA,C,19,12,389,6.0,11.8,.506,1.5,3.0,.478,4.5,8.7,.515,1.7,2.4,.722,6.0,9.7,15.6,2.5,0.5,1.5,1.1,5.7,15.1,,129,107
Aron Baynes,per_poss.2019,32,BOS,NBA,C,9,5,115,3.3,5.8,.571,0.8,2.5,.333,2.5,3.3,.750,0.4,0.8,.500,2.5,7.9,10.4,1.3,1.3,1.3,2.1,8.4,7.9,,106,102
Kent Bazemore,per_poss.2013,23,GSW,NBA,SG,9,0,16,3.2,25.5,.125,0.0,3.2,.000,3.2,22.3,.143,0.0,12.8,.000,3.2,12.8,16.0,6.4,3.2,0.0,6.4,9.6,6.4,,34,99
Kent Bazemore,per_poss.2015,25,ATL,NBA,SG,16,2,303,5.1,12.0,.423,1.0,4.7,.214,4.1,7.3,.558,3.6,5.3,.677,0.5,8.5,9.0,2.2,1.9,1.5,1.9,4.2,14.7,,98,102
Kent Bazemore,per_poss.2016,26,ATL,NBA,SF,10,10,325,6.8,18.7,.364,2.5,9.4,.262,4.3,9.3,.467,2.3,3.4,.682,1.2,8.9,10.2,2.9,2.3,0.9,1.5,2.2,18.4,,94,103
Kent Bazemore,per_poss.2017,27,ATL,NBA,SF,6,0,150,6.8,17.2,.396,2.3,7.8,.292,4.6,9.4,.483,3.3,4.6,.714,1.3,6.2,7.5,6.5,1.3,1.6,5.2,4.9,19.2,,92,108
