Kyle Anderson,2015,21,SAS,NBA,SF,33,358,.348,11.4,.876,.258,.213,.180,.225,.124,.359,.565,.316,.250,.250,.273,.357,.022,2,1.000,.545,.500,0,0
Kyle Anderson,2016,22,SAS,NBA,SF,78,1245,.468,11.5,.875,.217,.200,.251,.210,.125,.488,.609,.373,.500,.452,.324,.484,.034,9,1.000,.865,.375,0,0
Kyle Anderson,2017,23,SAS,NBA,SF,72,1020,.445,11.2,.809,.344,.196,.105,.163,.191,.462,.611,.439,.273,.294,.375,.577,.019,4,1.000,.725,.414,1,0
Kyle Anderson,2018,24,SAS,NBA,SF,74,1978,.527,8.4,.870,.388,.249,.128,.105,.130,.556,.688,.459,.482,.391,.333,.514,.039,15,.947,.649,.405,1,0
Kyle Anderson,2019,25,MEM,NBA,SF,43,1281,.543,7.9,.877,.464,.261,.051,.101,.123,.583,.680,.486,.357,.500,.265,.539,.011,2,1.000,.618,.381,0,0
Kyle Anderson,2020,26,MEM,NBA,PF,59,1140,.493,11.1,.779,.286,.261,.132,.100,.221,.560,.650,.548,.432,.500,.258,.574,.036,10,1.000,.613,.237,1,0
Ryan Anderson,2009,20,NJN,NBA,PF,66,1312,.393,13.3,.536,.413,.054,.010,.059,.464,.417,.435,.318,.500,.375,.365,.582,.049,18,.986,.217,.341,0,0
Ryan Anderson,2010,21,ORL,NBA,PF,63,911,.436,15.6,.456,.330,.034,.018,.075,.544,.514,.586,.308,.429,.310,.370,.418,.039,14,.923,.227,.396,0,0
Ryan Anderson,2011,22,ORL,NBA,PF,64,1424,.430,17.9,.350,.242,.059,.010,.040,.650,.500,.606,.258,.200,.286,.393,.424,.046,21,.985,.246,.286,1,0
Ryan Anderson,2012,23,ORL,NBA,PF,61,1964,.439,16.2,.443,.296,.065,.020,.062,.557,.496,.594,.265,.400,.298,.393,.476,.036,26,.994,.263,.441,0,0
Ryan Anderson,2013,24,NOH,NBA,PF,81,2503,.423,17.4,.500,.191,.097,.069,.143,.500,.464,.587,.333,.312,.463,.382,.494,.011,12,.958,.136,.382,2,0
Ryan Anderson,2014,25,NOP,NBA,PF,22,795,.438,16.8,.537,.198,.093,.090,.155,.463,.463,.529,.333,.344,.527,.409,.420,.003,1,.985,.128,.476,0,0
Ryan Anderson,2015,26,NOP,NBA,PF,61,1675,.399,17.0,.508,.211,.095,.082,.119,.492,.457,.558,.464,.333,.356,.340,.379,.010,6,.943,.148,.340,3,0
Ryan Anderson,2016,27,NOP,NBA,PF,66,2008,.427,15.3,.615,.227,.097,.112,.179,.385,.466,.521,.433,.375,.470,.366,.444,.020,16,.924,.165,.322,5,0
Ryan Anderson,2017,28,HOU,NBA,PF,72,2116,.418,19.9,.345,.144,.074,.035,.092,.655,.446,.568,.351,.444,.338,.403,.378,.009,6,.980,.142,.542,0,0
Ryan Anderson,2018,29,HOU,NBA,PF,66,1725,.431,20.4,.294,.142,.044,.040,.069,.706,.539,.647,.143,.579,.545,.386,.342,.019,9,.992,.109,.405,0,0
Ryan Anderson,2019,30,TOT,NBA,PF,25,322,.304,19.4,.420,.203,.000,.101,.116,.580,.414,.500,,.143,.500,.225,.500,.029,1,1.000,.175,.143,1,0
Ryan Anderson,2019,30,PHO,NBA,PF,15,278,.317,18.7,.433,.200,.000,.117,.117,.567,.462,.583,,.143,.571,.206,.500,.033,1,1.000,.147,.000,0,0
Ryan Anderson,2019,30,MIA,NBA,PF,10,44,.222,24.3,.333,.222,.000,.000,.111,.667,.000,.000,,,.000,.333,,.000,0,1.000,.333,.500,1,0
Ryan Anderson,2020,31,HOU,NBA,PF,2,14,.286,21.4,.286,.143,.000,.143,.000,.714,.500,.000,,1.000,,.200,.000,.000,0,1.000,.000,,0,0
Ike Anigbogu,2018,19,IND,NBA,C,11,30,.444,10.4,1.000,.222,.111,.333,.333,.000,.444,.500,.000,.333,.667,,.500,.222,1,,,,0,0
Ike Anigbogu,2019,20,IND,NBA,C,3,6,.000,12.7,1.000,.333,.000,.000,.667,.000,.000,.000,,,.000,,,.000,0,,,,0,0
Giannis Antetokounmpo,2014,19,MIL,NBA,SF,77,1897,.414,10.8,.718,.476,.098,.045,.098,.282,.440,.573,.171,.105,.220,.347,.621,.160,61,.707,.127,.067,1,0
Giannis Antetokounmpo,2015,20,MIL,NBA,SG,81,2541,.491,7.6,.944,.506,.178,.067,.192,.056,.511,.646,.288,.423,.393,.159,.519,.129,95,.857,.159,.143,1,0
Giannis Antetokounmpo,2016,21,MIL,NBA,PG,80,2823,.506,7.5,.892,.509,.180,.058,.143,.108,.537,.684,.346,.288,.359,.257,.485,.143,141,.821,.321,.343,4,0
Giannis Antetokounmpo,2017,22,MIL,NBA,SF,80,2845,.521,8.7,.857,.496,.149,.064,.146,.143,.563,.709,.394,.338,.342,.272,.420,.164,194,.714,.111,.200,4,0
Giannis Antetokounmpo,2018,23,MIL,NBA,PF,75,2756,.529,8.4,.900,.454,.173,.114,.160,.100,.554,.756,.355,.350,.339,.307,.429,.122,161,.907,.107,.333,1,0
Giannis Antetokounmpo,2019,24,MIL,NBA,PF,72,2358,.578,7.7,.837,.573,.152,.051,.063,.163,.641,.769,.339,.381,.410,.256,.472,.246,279,.673,.044,.222,1,0
Giannis Antetokounmpo,2020,25,MIL,NBA,PF,57,1763,.547,9.9,.762,.478,.161,.072,.051,.238,.622,.767,.344,.427,.414,.306,.433,.164,174,.590,.037,.500,0,0
Kostas Antetokounmpo,2019,21,DAL,NBA,PF,2,11,.000,4.0,1.000,.333,.667,.000,.000,.000,.000,.000,.000,,,,,.000,0,,,,0,0
Kostas Antetokounmpo,2020,22,LAL,NBA,PF,3,5,,,,,,,,,,,,,,,,,0,,,,0,0
Thanasis Antetokounmpo,2016,23,NYK,NBA,SF,2,6,.750,7.0,.750,.750,.000,.000,.000,.250,1.000,1.000,,,,.000,.333,.500,2,,.000,,0,0
Thanasis Antetokounmpo,2020,27,MIL,NBA,SF,18,93,.528,6.7,.806,.722,.028,.056,.000,.194,.655,.654,.000,1.000,,.000,.526,.222,8,,.429,.000,0,0
Carmelo Anthony,2004,19,DEN,NBA,SF,82,2995,.426,10.3,.854,.452,.065,.060,.277,.146,.444,.541,.232,.341,.357,.322,.528,.087,121,.768,.079,.353,0,0
Carmelo Anthony,2005,20,DEN,NBA,SF,75,2608,.431,10.5,.872,.433,.067,.067,.305,.128,.455,.564,.256,.349,.368,.266,.623,.079,90,.762,.120,.105,5,0
Carmelo Anthony,2006,21,DEN,NBA,SF,80,2941,.481,10.5,.903,.429,.059,.077,.339,.097,.506,.620,.315,.364,.428,.243,.613,.109,165,.919,.151,.261,5,0
Carmelo Anthony,2007,22,DEN,NBA,SF,65,2486,.476,10.0,.897,.422,.081,.114,.281,.103,.499,.641,.407,.333,.380,.268,.584,.115,157,.875,.121,.333,2,0
Carmelo Anthony,2008,23,DEN,NBA,SF,77,2806,.492,10.9,.889,.375,.084,.146,.285,.111,.509,.650,.323,.366,.450,.354,.554,.088,123,.966,.098,.375,8,0
Carmelo Anthony,2009,24,DEN,NBA,SF,66,2277,.443,11.5,.859,.351,.084,.132,.292,.141,.455,.568,.386,.314,.402,.371,.428,.057,64,.873,.176,.433,3,0
Carmelo Anthony,2010,25,DEN,NBA,SF,69,2634,.458,11.1,.875,.362,.099,.125,.291,.125,.478,.595,.324,.444,.400,.316,.375,.041,57,.847,.107,.300,0,0
Carmelo Anthony,2011,26,TOT,NBA,SF,77,2751,.455,12.4,.833,.321,.101,.124,.286,.167,.470,.594,.309,.353,.440,.378,.418,.037,53,.842,.171,.372,2,0
Carmelo Anthony,2011,26,DEN,NBA,SF,50,1774,.452,11.7,.870,.353,.098,.116,.303,.130,.470,.566,.326,.366,.444,.333,.441,.044,41,.929,.167,.333,1,0
Carmelo Anthony,2011,26,NYK,NBA,SF,27,977,.461,13.8,.767,.265,.106,.140,.256,.233,.472,.662,.281,.333,.431,.424,.371,.022,12,.774,.176,.409,1,0
Carmelo Anthony,2012,27,NYK,NBA,SF,55,1876,.430,12.8,.802,.294,.101,.154,.253,.198,.454,.615,.260,.392,.382,.335,.324,.028,28,.676,.118,.292,0,0
Carmelo Anthony,2013,28,NYK,NBA,PF,67,2482,.449,14.3,.722,.262,.074,.159,.227,.278,.476,.556,.364,.447,.441,.379,.279,.022,31,.764,.123,.294,5,0
Carmelo Anthony,2014,29,NYK,NBA,PF,77,2982,.452,15.2,.747,.191,.078,.199,.279,.253,.469,.589,.320,.443,.447,.402,.292,.022,34,.713,.080,.364,5,0
Carmelo Anthony,2015,30,NYK,NBA,SF,40,1428,.444,14.4,.778,.221,.089,.184,.284,.222,.474,.584,.417,.412,.445,.341,.380,.020,15,.787,.089,.625,1,0
Carmelo Anthony,2016,31,NYK,NBA,SF,72,2530,.434,14.0,.763,.213,.087,.208,.255,.237,.463,.540,.404,.423,.453,.339,.273,.018,19,.743,.103,.375,1,0
Carmelo Anthony,2017,32,NYK,NBA,SF,74,2538,.433,16.6,.697,.127,.076,.211,.284,.303,.466,.563,.419,.437,.457,.359,.313,.011,12,.762,.109,.435,7,0
Carmelo Anthony,2018,33,OKC,NBA,PF,78,2501,.404,17.1,.594,.120,.063,.184,.228,.406,.437,.571,.329,.456,.380,.357,.376,.020,17,.876,.116,.327,0,0
Carmelo Anthony,2019,34,HOU,NBA,PF,10,294,.405,18.5,.471,.149,.066,.124,.132,.529,.491,.611,.500,.467,.375,.328,.429,.017,2,.905,.047,.333,0,0
Carmelo Anthony,2020,35,POR,NBA,PF,50,1623,.426,14.5,.714,.197,.100,.227,.190,.286,.447,.537,.441,.422,.388,.371,.396,.032,15,.931,.186,.528,1,0
OG Anunoby,2018,20,TOR,NBA,SF,74,1481,.471,14.5,.431,.353,.049,.014,.014,.569,.604,.697,.235,.200,.000,.371,.711,.136,42,.945,.528,.452,0,0
OG Anunoby,2019,21,TOR,NBA,SF,67,1352,.453,14.0,.500,.347,.109,.022,.022,.500,.574,.693,.273,.333,.444,.332,.491,.114,39,.985,.465,.266,0,0
OG Anunoby,2020,22,TOR,NBA,SF,63,1897,.507,11.6,.592,.454,.108,.021,.009,.408,.593,.686,.281,.364,.200,.381,.643,.156,79,.951,.488,.371,0,0
Ryan Arcidiacono,2018,23,CHI,NBA,PG,24,304,.415,21.1,.244,.098,.098,.000,.049,.756,.800,1.000,.500,,1.000,.290,.500,.000,0,.889,.323,.600,1,0
